timestamp,timestamp_ms,pos_fl_sh,pos_fr_sh,pos_bl_sh,pos_br_sh,pos_fl_th,pos_fr_th,pos_bl_th,pos_br_th,pos_fl_ca,pos_fr_ca,pos_bl_ca,pos_br_ca,load_fl_sh,load_fr_sh,load_bl_sh,load_br_sh,load_fl_th,load_fr_th,load_bl_th,load_br_th,load_fl_ca,load_fr_ca,load_bl_ca,load_br_ca,curr_fl_sh,curr_fr_sh,curr_bl_sh,curr_br_sh,curr_fl_th,curr_fr_th,curr_bl_th,curr_br_th,curr_fl_ca,curr_fr_ca,curr_bl_ca,curr_br_ca,temp_fl_sh,temp_fr_sh,temp_bl_sh,temp_br_sh,temp_fl_th,temp_fr_th,temp_bl_th,temp_br_th,temp_fl_ca,temp_fr_ca,temp_bl_ca,temp_br_ca,bus_voltage_v,rpi_cpu_temp_c,rpi_cpu_percent,rpi_memory_percent,rpi_disk_percent,mode,cpg_phase,cmd_vx,cmd_vy,cmd_yaw
2026-01-02T05:02:26.733,57189,-0.204,0.2408,-0.201,0.1534,0.2102,0.5507,0.4817,0.1917,-1.3944,-0.8544,-0.8805,-1.3913,20,-40,20,28,-116,-156,148,124,0,-40,20,24,0,1,1,0,1,3,2,3,0,1,1,2,30,29,31,29,29,30,30,30,30,30,30,31,12.1,55.1,25.0,38.6,47.0,POLICY,0.5084,0.3000,0.0000,0.0000
2026-01-02T05:02:26.935,57391,-0.2439,0.1994,-0.1595,0.1979,0.0184,0.7302,0.6581,0.0077,-1.3944,-0.9035,-0.9572,-1.3929,56,-28,-20,0,-44,24,-24,36,0,132,-144,-20,2,0,0,0,0,1,1,1,0,5,4,1,30,29,31,29,29,30,29,30,30,29,35,31,12.1,55.1,25.0,38.6,47.0,POLICY,0.6496,0.3000,0.0000,0.0000
2026-01-02T05:02:27.135,57591,-0.273,0.1703,-0.1304,0.224,0.069,0.5921,0.52,0.0736,-1.353,-1.2364,-1.2855,-1.3054,24,0,0,0,176,104,-108,-108,104,136,-104,-136,1,0,0,0,7,0,1,1,3,0,0,4,30,29,31,29,29,30,30,30,30,29,31,31,12.1,56.2,28.0,38.1,47.0,POLICY,0.7898,0.3000,0.0000,0.0000
2026-01-02T05:02:27.335,57791,-0.2669,0.181,-0.1411,0.2148,0.3513,0.359,0.2869,0.3436,-1.0523,-1.3929,-1.3944,-0.9679,-20,0,24,0,184,136,-136,-188,128,0,0,-116,1,0,1,0,4,2,3,6,0,0,0,0,30,29,31,29,29,30,30,30,31,30,30,31,12.1,56.2,28.0,38.1,47.0,POLICY,0.9300,0.3000,0.0000,0.0000
2026-01-02T05:02:27.536,57942,-0.2454,0.1994,-0.1672,0.1917,0.5875,0.1825,0.1043,0.5768,-0.8943,-1.3929,-1.3944,-0.8422,-52,52,44,-36,140,148,-116,-140,0,0,0,28,2,2,2,1,2,3,2,4,0,0,0,2,30,29,31,29,29,30,29,30,30,29,30,31,12.1,56.2,28.0,38.1,47.0,POLICY,0.0701,0.3000,0.0000,0.0000
2026-01-02T05:02:27.736,58144,-0.1979,0.2454,-0.2102,0.1473,0.7133,0.0199,-0.0491,0.6964,-0.9848,-1.3929,-1.3944,-0.9787,-20,0,44,-32,-56,0,0,52,-152,0,0,184,0,0,1,0,2,0,0,2,4,0,0,7,30,29,31,29,29,30,29,30,32,29,30,32,12.1,56.75,21.8,38.0,47.0,POLICY,0.2103,0.3000,0.0000,0.0000
2026-01-02T05:02:27.936,58344,-0.1779,0.2638,-0.2332,0.1258,0.5384,0.1365,0.069,0.5185,-1.3085,-1.3039,-1.3023,-1.3162,0,0,-20,20,-112,-144,136,124,-100,-156,144,100,0,0,1,1,1,4,4,3,1,6,5,0,30,29,31,29,29,30,29,30,31,30,30,31,12.1,56.75,21.8,38.0,47.0,POLICY,0.3505,0.3000,0.0000,0.0000
2026-01-02T05:02:28.137,58594,-0.1994,0.2454,-0.2086,0.1473,0.2378,0.5154,0.4433,0.2163,-1.3959,-0.9204,-0.9327,-1.3929,32,-28,-28,44,-128,-172,176,120,0,-68,60,0,1,0,0,1,2,3,4,2,0,0,0,0,30,29,31,29,29,34,30,30,30,29,30,31,12.1,56.75,21.8,38.0,47.0,POLICY,0.4907,0.3000,0.0000,0.0000
2026-01-02T05:02:28.337,58794,-0.2393,0.2071,-0.1687,0.1871,0.0383,0.7256,0.6535,0.023,-1.3959,-0.9127,-0.9434,-1.3929,40,-48,-52,60,-76,-40,28,64,0,116,-116,0,2,2,1,3,0,1,0,2,0,5,5,0,30,29,31,30,29,30,30,30,30,29,30,31,12.1,57.3,22.3,37.2,47.0,POLICY,0.6309,0.3000,0.0000,0.0000
2026-01-02T05:02:28.537,58994,-0.273,0.1733,-0.1335,0.224,0.046,0.6197,0.5446,0.0414,-1.353,-1.2164,-1.2487,-1.3499,20,-24,0,0,112,104,-100,-148,104,152,-124,-96,0,0,0,0,3,0,0,7,3,0,0,3,30,29,31,29,29,30,29,31,30,29,30,31,12.1,57.3,22.3,37.2,47.0,POLICY,0.7711,0.3000,0.0000,0.0000
2026-01-02T05:02:28.738,59194,-0.27,0.1779,-0.1365,0.2178,0.3083,0.3896,0.3175,0.3037,-1.0538,-1.3944,-1.3944,-1.0446,0,-24,28,0,172,124,-128,-168,136,-20,20,-140,0,1,1,0,3,1,1,5,0,1,1,0,30,29,31,29,29,30,34,30,30,29,30,34,12.1,57.3,22.3,37.2,47.0,POLICY,0.9113,0.3000,0.0000,0.0000
2026-01-02T05:02:28.938,59394,-0.2408,0.2056,-0.1687,0.1871,0.6182,0.1519,0.0782,0.609,-0.8897,-1.3959,-1.3944,-0.8682,-52,56,64,-48,124,96,-108,-112,-24,0,0,24,3,2,3,3,2,0,2,3,1,0,0,1,30,29,31,29,29,30,30,30,30,30,30,31,12.1,57.85,20.3,37.2,47.0,POLICY,0.0515,0.3000,0.0000,0.0000
2026-01-02T05:02:29.138,59594,-0.1948,0.25,-0.2163,0.1427,0.701,0.0199,-0.0506,0.6842,-1.0615,-1.3959,-1.3944,-1.0308,-24,-24,36,-32,-68,-20,32,72,-180,-24,0,184,1,1,1,1,2,1,0,3,4,2,0,6,30,29,31,29,29,30,29,30,30,30,30,31,12.1,57.85,20.3,37.2,47.0,POLICY,0.1918,0.3000,0.0000,0.0000
2026-01-02T05:02:29.338,59794,-0.1749,0.2669,-0.2332,0.1258,0.5123,0.1657,0.0951,0.4924,-1.3591,-1.2379,-1.2349,-1.3484,20,0,-20,0,-112,-148,148,120,-56,-184,164,64,1,0,1,0,1,3,4,3,0,6,4,0,30,29,31,29,29,30,30,30,30,30,30,31,12.1,57.85,20.3,37.2,47.0,POLICY,0.3320,0.3000,0.0000,0.0000
2026-01-02T05:02:29.539,59994,-0.1933,0.25,-0.2132,0.1442,0.2715,0.4694,0.4004,0.2516,-1.3959,-0.9004,-0.9204,-1.3929,44,-20,-28,0,-124,-184,180,124,0,-88,76,-20,2,0,0,0,1,3,4,2,0,0,0,0,30,29,31,29,29,30,30,30,30,29,30,31,12.1,57.3,23.2,37.2,47.0,POLICY,0.4722,0.3000,0.0000,0.0000
2026-01-02T05:02:29.739,60195,-0.2316,0.2132,-0.1733,0.1871,0.0568,0.7148,0.6412,0.0414,-1.3959,-0.856,-0.9066,-1.3929,56,-44,-44,24,-84,-44,48,72,0,96,-104,0,2,1,1,0,2,0,0,1,0,4,4,0,30,29,31,29,29,30,30,30,30,30,32,31,12.1,57.3,23.2,37.2,47.0,POLICY,0.6123,0.3000,0.0000,0.0000
2026-01-02T05:02:29.939,60395,-0.27,0.1779,-0.135,0.2209,0.0307,0.6519,0.5737,0.0276,-1.3852,-1.1382,-1.2042,-1.3714,32,-36,20,0,96,116,-100,-104,76,224,-144,-68,1,2,1,0,2,2,0,5,3,5,0,2,30,29,31,30,29,30,30,30,30,29,30,31,12.1,57.3,23.2,37.2,47.0,POLICY,0.7526,0.3000,0.0000,0.0000
2026-01-02T05:02:30.140,60595,-0.27,0.1718,-0.1335,0.2224,0.2654,0.4234,0.3513,0.2608,-1.1474,-1.3852,-1.3959,-1.1229,0,24,28,-28,180,128,-124,-172,192,44,24,-216,0,1,1,0,4,2,1,5,3,1,1,7,30,29,31,29,29,30,29,30,30,29,30,31,12.1,56.2,24.8,37.2,47.0,POLICY,0.8928,0.3000,0.0000,0.0000
2026-01-02T05:02:30.340,60746,-0.25,0.1933,-0.158,0.201,0.5123,0.2362,0.1657,0.5031,-0.9296,-1.3929,-1.3944,-0.8974,0,-20,24,-32,156,116,-112,-156,56,0,0,-68,0,1,1,1,1,0,0,3,0,0,0,1,30,29,31,29,29,30,30,30,30,29,30,31,12.1,56.2,24.8,37.2,47.0,POLICY,0.0331,0.3000,0.0000,0.0000
2026-01-02T05:02:30.540,60997,-0.1979,0.2454,-0.2102,0.1473,0.7102,0.0199,-0.0476,0.698,-0.991,-1.3929,-1.3944,-0.9495,28,28,44,-32,-48,0,-24,68,-156,0,0,152,2,1,1,1,1,0,0,3,5,0,0,5,30,29,31,29,29,30,30,30,30,29,30,31,12.1,56.2,24.8,37.2,47.0,POLICY,0.1733,0.3000,0.0000,0.0000
2026-01-02T05:02:30.741,61197,-0.1764,0.2654,-0.2316,0.1258,0.5415,0.1304,0.0644,0.5231,-1.3116,-1.3054,-1.3039,-1.287,0,0,24,-24,-112,-152,136,124,-92,-160,136,120,0,0,1,1,1,5,3,3,0,7,5,0,30,29,31,29,29,30,30,30,30,29,30,31,12.1,56.75,22.0,37.1,47.0,POLICY,0.3135,0.3000,0.0000,0.0000
2026-01-02T05:02:30.941,61397,-0.1902,0.2531,-0.2163,0.1381,0.3053,0.4264,0.359,0.2823,-1.3944,-0.9756,-0.9848,-1.3913,28,0,20,20,-140,-180,164,120,0,-124,96,24,1,0,1,0,3,3,2,2,0,2,1,1,30,29,31,29,30,30,29,30,30,30,30,31,12.1,56.75,22.0,37.1,47.0,POLICY,0.4537,0.3000,0.0000,0.0000
2026-01-02T05:02:31.141,61597,-0.2286,0.2178,-0.1749,0.1825,0.0767,0.698,0.6243,0.0629,-1.3944,-0.8774,-0.9081,-1.3929,36,-44,24,-24,-68,-72,64,80,0,60,-72,0,1,1,1,1,0,1,0,1,0,2,3,0,30,29,31,29,28,30,30,30,30,30,30,31,12.1,56.75,22.0,37.1,47.0,POLICY,0.5939,0.3000,0.0000,0.0000
2026-01-02T05:02:31.342,61798,-0.2684,0.1779,-0.135,0.2194,0.0153,0.6734,0.5952,0.0107,-1.3867,-1.1106,-1.1566,-1.3837,0,0,20,-20,76,124,-108,-72,80,220,-204,-76,0,0,0,1,2,4,2,2,4,7,5,3,30,29,31,29,29,30,32,30,30,29,30,31,12.1,57.3,23.7,37.1,47.0,POLICY,0.7341,0.3000,0.0000,0.0000
2026-01-02T05:02:31.542,61998,-0.2715,0.1733,-0.1304,0.224,0.2255,0.4541,0.3804,0.2224,-1.1474,-1.379,-1.3883,-1.1413,0,0,32,0,168,128,-132,-176,192,40,-24,-204,0,0,2,0,4,1,2,5,3,0,0,6,30,29,31,29,29,30,30,30,30,30,30,31,12.1,57.3,23.7,37.1,47.0,POLICY,0.8743,0.3000,0.0000,0.0000
2026-01-02T05:02:31.742,62198,-0.2439,0.201,-0.1641,0.1948,0.5461,0.2102,0.135,0.54,-0.8989,-1.3929,-1.3944,-0.8805,20,-20,28,-20,152,128,-104,-140,24,0,0,-36,1,1,1,0,2,2,0,2,0,0,0,1,30,29,31,29,29,30,29,30,30,29,30,31,12.1,57.3,23.7,37.1,47.0,POLICY,0.0145,0.3000,0.0000,0.0000
2026-01-02T05:02:31.942,62399,-0.2056,0.2393,-0.2056,0.1534,0.7148,0.0307,-0.0383,0.6995,-0.991,-1.3929,-1.3944,-0.9618,0,0,36,-24,-24,40,-44,20,-152,0,0,152,0,0,1,1,1,1,0,2,6,0,0,6,30,29,31,29,29,30,30,30,33,30,30,31,12.1,57.85,18.7,37.1,47.0,POLICY,0.1547,0.3000,0.0000,0.0000
2026-01-02T05:02:32.143,62599,-0.1764,0.2638,-0.2332,0.1243,0.5706,0.1058,0.0368,0.5492,-1.3116,-1.3039,-1.3039,-1.2931,0,28,-20,24,-100,-132,120,108,-88,-140,144,112,0,1,0,1,1,4,1,2,0,4,6,1,30,29,31,29,29,30,30,30,30,34,30,31,12.1,57.85,18.7,37.1,47.0,POLICY,0.2949,0.3000,0.0000,0.0000
2026-01-02T05:02:32.343,62799,-0.1856,0.2562,-0.2209,0.135,0.3375,0.385,0.3145,0.316,-1.3944,-0.9633,-0.9725,-1.3913,28,20,24,-20,-132,-192,184,124,0,-136,96,32,1,1,0,1,2,4,5,2,0,1,0,1,30,29,31,29,29,30,30,30,30,29,30,31,12.1,57.85,18.7,37.1,47.0,POLICY,0.4351,0.3000,0.0000,0.0000
2026-01-02T05:02:32.544,62999,-0.2224,0.2224,-0.1795,0.1749,0.1043,0.675,0.6013,0.089,-1.3944,-0.8283,-0.8713,-1.3929,40,-32,20,-20,-100,-96,96,84,0,60,-68,0,1,1,1,1,0,1,0,1,0,3,3,0,30,29,31,29,30,30,29,30,30,30,30,31,12.1,56.2,20.9,37.1,47.0,POLICY,0.5753,0.3000,0.0000,0.0000
2026-01-02T05:02:32.743,63200,-0.2608,0.1841,-0.1427,0.2132,0.0031,0.6995,0.6243,0.0,-1.3944,-1.0308,-1.0983,-1.3929,52,-36,-28,36,68,100,-96,-72,0,228,-216,0,2,1,0,2,2,2,3,4,0,10,5,1,30,29,31,29,29,30,30,30,30,29,30,31,12.1,56.2,20.9,37.1,47.0,POLICY,0.7155,0.3000,0.0000,0.0000
2026-01-02T05:02:32.944,63400,-0.2715,0.1703,-0.1304,0.2255,0.1871,0.4863,0.4126,0.1841,-1.2364,-1.3514,-1.376,-1.2303,24,0,28,0,164,128,-120,-160,180,68,-40,-184,1,0,1,0,5,3,2,4,7,0,0,6,30,29,31,29,29,30,30,30,30,30,30,41,12.1,56.2,20.9,37.1,47.0,POLICY,0.8558,0.3000,0.0000,0.0000
2026-01-02T05:02:33.144,63600,-0.2516,0.1933,-0.158,0.201,0.5077,0.2393,0.1672,0.4985,-0.9327,-1.3913,-1.3944,-0.925,-24,20,20,-32,160,120,-100,-156,56,24,0,-68,0,0,1,1,2,1,0,4,0,1,0,0,30,29,31,29,29,30,30,30,30,30,30,31,12.1,57.3,21.8,37.1,47.0,POLICY,0.9960,0.3000,0.0000,0.0000
2026-01-02T05:02:33.345,63801,-0.2117,0.2347,-0.1994,0.1611,0.7118,0.046,-0.0245,0.6964,-0.9434,-1.3959,-1.3944,-0.9357,-28,0,44,-40,36,60,-48,-20,-108,0,0,120,1,0,2,1,1,0,0,1,2,0,0,4,30,29,31,29,29,30,29,30,30,30,30,31,12.1,57.3,21.8,37.1,47.0,POLICY,0.1362,0.3000,0.0000,0.0000
2026-01-02T05:02:33.545,64001,-0.1795,0.2623,-0.2316,0.1258,0.6029,0.0767,0.0031,0.5798,-1.2517,-1.3514,-1.3514,-1.2487,0,24,20,20,-108,-108,164,96,-112,-96,92,124,0,1,1,0,0,2,6,1,0,3,3,0,30,30,31,29,29,30,30,30,30,30,30,31,12.1,57.3,21.8,37.1,47.0,POLICY,0.2764,0.3000,0.0000,0.0000
2026-01-02T05:02:33.745,64201,-0.181,0.2592,-0.2255,0.1335,0.3712,0.3421,0.2715,0.3482,-1.3944,-1.0492,-1.0538,-1.3929,32,24,-20,-20,-124,-188,180,124,0,-148,124,-20,1,1,0,1,1,5,4,2,0,0,0,0,30,29,31,29,29,30,29,30,30,30,30,31,12.1,57.3,23.0,37.0,47.0,POLICY,0.4166,0.3000,0.0000,0.0000
2026-01-02T05:02:33.945,64401,-0.2148,0.2332,-0.1917,0.1626,0.1396,0.6489,0.5752,0.112,-1.3944,-0.8606,-0.8958,-1.3913,52,-72,-48,60,-164,-112,124,80,0,20,-20,28,3,4,2,3,6,1,2,1,0,1,1,2,30,29,31,29,29,30,30,30,30,29,30,31,12.1,57.3,23.0,37.0,47.0,POLICY,0.5568,0.3000,0.0000,0.0000
2026-01-02T05:02:34.146,64602,-0.2577,0.1902,-0.1457,0.2071,-0.0015,0.7118,0.6381,-0.0061,-1.3944,-1.0078,-1.0677,-1.3929,40,-56,0,48,20,76,-72,-32,0,196,-180,-20,2,3,0,1,0,2,1,2,0,8,5,1,30,29,31,29,29,30,30,30,30,29,30,31,12.1,57.3,23.0,37.0,47.0,POLICY,0.6970,0.3000,0.0000,0.0000
2026-01-02T05:02:34.346,64802,-0.2715,0.1733,-0.1273,0.224,0.1519,0.5139,0.4433,0.1488,-1.2364,-1.333,-1.3606,-1.2318,32,-28,32,0,144,116,-124,-152,176,96,-56,-184,2,1,2,0,3,1,2,5,5,1,0,5,30,29,31,29,29,30,30,30,30,29,30,31,12.1,56.2,20.7,36.9,47.0,POLICY,0.8372,0.3000,0.0000,0.0000
2026-01-02T05:02:34.546,65002,-0.2577,0.1902,-0.1488,0.2056,0.4617,0.2715,0.204,0.4556,-0.9311,-1.3929,-1.3944,-0.9112,-28,0,60,-36,172,116,-144,-164,68,-20,0,-72,1,0,3,1,3,1,3,2,0,1,0,0,30,29,31,29,29,30,30,30,30,29,30,31,12.1,56.2,20.7,36.9,47.0,POLICY,0.9774,0.3000,0.0000,0.0000
2026-01-02T05:02:34.747,65203,-0.2148,0.2255,-0.1933,0.1672,0.701,0.0644,-0.0077,0.6872,-0.9373,-1.3929,-1.3944,-0.9004,0,40,40,-48,44,72,-60,-36,-112,0,0,104,0,1,2,2,1,0,0,1,3,0,0,4,30,29,31,29,29,30,30,30,30,29,30,31,12.1,56.2,20.7,36.9,47.0,POLICY,0.1176,0.3000,0.0000,0.0000
2026-01-02T05:02:34.947,65403,-0.181,0.2608,-0.2301,0.1304,0.6289,0.0522,-0.0107,0.609,-1.2456,-1.3514,-1.3606,-1.2057,-20,24,24,-24,-108,-120,96,112,-120,-100,76,144,0,1,1,1,1,2,3,2,0,3,3,0,30,29,31,29,32,30,30,30,30,30,30,31,12.1,57.85,21.9,37.0,47.0,POLICY,0.2578,0.3000,0.0000,0.0000
2026-01-02T05:02:35.147,65603,-0.1795,0.2654,-0.227,0.1289,0.4034,0.3007,0.2316,0.382,-1.3944,-1.0462,-1.083,-1.3944,20,-32,0,-20,-128,-172,152,128,0,-168,176,-24,1,1,0,1,2,2,2,3,0,0,1,1,30,29,31,29,29,30,30,30,30,29,30,31,12.1,57.85,21.9,37.0,47.0,POLICY,0.3980,0.3000,0.0000,0.0000
2026-01-02T05:02:35.347,65804,-0.2071,0.2362,-0.1994,0.1565,0.1595,0.6136,0.543,0.1442,-1.3944,-0.8253,-0.8652,-1.3929,64,-48,-64,60,-104,-136,132,104,0,20,0,0,3,2,3,3,1,2,1,0,0,0,0,0,30,29,31,29,29,30,30,30,30,29,30,31,12.1,57.85,21.9,37.0,47.0,POLICY,0.5382,0.3000,0.0000,0.0000
2026-01-02T05:02:35.548,66004,-0.2516,0.1933,-0.1503,0.2025,0.0015,0.7256,0.6519,-0.0061,-1.3944,-0.948,-0.9848,-1.3929,60,-32,20,32,28,56,-60,-24,0,168,-164,0,3,1,0,1,2,1,2,2,0,6,5,0,30,29,31,29,29,30,30,30,30,30,30,31,12.1,57.3,23.1,36.9,47.0,POLICY,0.6784,0.3000,0.0000,0.0000
2026-01-02T05:02:35.748,66204,-0.273,0.1687,-0.1273,0.224,0.1197,0.5461,0.474,0.1181,-1.3039,-1.2931,-1.3146,-1.3008,24,20,36,0,136,120,-108,-132,136,120,-100,-148,1,1,2,0,2,2,0,4,5,1,1,5,30,29,31,29,29,30,30,30,30,30,30,31,12.1,57.3,23.1,36.9,47.0,POLICY,0.8186,0.3000,0.0000,0.0000
2026-01-02T05:02:35.948,66404,-0.2608,0.1841,-0.1473,0.2102,0.4172,0.3068,0.2362,0.4126,-0.9817,-1.3913,-1.3944,-0.9771,-20,24,28,-32,184,124,-132,-168,96,24,0,-96,0,0,1,0,3,0,2,3,0,1,0,0,30,29,31,29,30,31,30,34,29,30,30,31,12.1,57.3,23.1,36.9,47.0,POLICY,0.9588,0.3000,0.0000,0.0000
2026-01-02T05:02:36.148,66605,-0.2255,0.2224,-0.1871,0.1718,0.6857,0.0874,0.0169,0.6719,-0.9004,-1.3959,-1.3944,-0.9004,-56,24,56,-40,64,88,-84,-56,-72,0,0,80,2,1,3,2,0,1,0,1,3,0,0,2,30,29,31,29,29,30,30,30,30,29,31,31,12.1,56.75,23.9,37.0,47.0,POLICY,0.0990,0.3000,0.0000,0.0000
2026-01-02T05:02:36.350,66805,-0.1825,0.2608,-0.227,0.1319,0.6596,0.0353,-0.0322,0.6335,-1.149,-1.3852,-1.3852,-1.1566,24,-20,28,-20,-124,-88,80,108,-208,-68,76,200,1,1,1,0,3,3,2,3,6,2,3,5,30,29,31,29,29,30,30,30,30,29,30,31,12.1,56.75,23.9,37.0,47.0,POLICY,0.2398,0.3000,0.0000,0.0000
2026-01-02T05:02:36.550,67005,-0.1779,0.2654,-0.2301,0.1258,0.4357,0.2592,0.1871,0.4126,-1.3883,-1.149,-1.1474,-1.3883,24,0,0,0,-116,-172,172,132,-24,-224,208,24,1,0,0,0,1,4,3,3,1,8,6,0,30,29,31,29,29,30,29,30,30,29,30,31,12.1,56.75,23.9,37.0,47.0,POLICY,0.3800,0.3000,0.0000,0.0000
2026-01-02T05:02:36.750,67206,-0.2071,0.2378,-0.1979,0.1595,0.1871,0.5814,0.5077,0.1749,-1.3944,-0.8744,-0.9004,-1.3929,24,-36,0,-20,-108,-148,144,156,0,-48,0,0,0,1,0,1,1,1,2,6,0,1,0,0,30,29,31,29,29,30,30,30,30,30,30,31,12.1,57.3,24.4,36.9,47.0,POLICY,0.5202,0.3000,0.0000,0.0000
2026-01-02T05:02:36.950,67407,-0.2485,0.1963,-0.158,0.201,0.0092,0.7302,0.6565,0.0015,-1.3944,-0.9373,-0.9956,-1.3929,40,-32,-32,24,-24,40,-36,28,0,144,-148,0,2,0,1,0,0,1,2,1,0,6,5,0,30,29,31,29,29,30,30,30,30,29,30,31,12.1,57.3,24.4,36.9,47.0,POLICY,0.6604,0.3000,0.0000,0.0000
2026-01-02T05:02:37.151,67607,-0.273,0.1718,-0.1304,0.227,0.0874,0.5722,0.497,0.092,-1.3039,-1.2686,-1.3146,-1.3008,24,-28,0,0,148,120,-104,-100,140,132,-92,-144,1,1,0,0,2,2,1,2,6,1,1,4,30,29,31,29,29,30,30,33,30,29,49,70,12.1,57.3,24.4,36.9,47.0,POLICY,0.8006,0.3000,0.0000,0.0000
